Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Boyd,,,,Gorilla,Male,Cranky,A,Fitness,10/1,uh-oh,K.K. Groove,There's always time to take a second look.,Simple,Cool,Red,Black,2498,two-tone umbrella,tree-lined wall,sidewalk flooring,146;146;1567;3943;1567;9568;8575;7229;9619;9619;3560;3697;724;2553;2553,cone;cone;oil barrel;ironwood DIY workbench;oil barrel;construction sign;outdoorsy shovel;handcart;utility pole;utility pole;iron worktable;portable radio;kettle;iron frame;iron frame,1.0.0,#fffce9,#7a2500,gor05,qmod2zJ2CrQtqzrxw
Bree,,,,Mouse,Female,Snooty,B,Fashion,7/7,cheeseball,K.K. Bossa,The gift says more about the giver.,Elegant,Gorgeous,Black,Blue,3696,lacy parasol,white botanical-tile wall,blue desert-tile flooring,4052;4051;4049;2776;3775;4098;1840;4054;4003;1227;4048,rattan bed;rattan vanity;rattan wardrobe;tankless toilet;hanging terrarium;bidet;whirlpool bath;rattan low table;cute music player;deluxe washer;rattan towel basket,1.0.0,#848484,#ffffff,mus03,6khpEinhKwWjzZh9S
Broccolo,,,,Mouse,Male,Lazy,B,Play,6/30,eat it,I Love You,One nap leads to another.,Simple,Cute,Colorful,Yellow,2674,frog umbrella,blue playroom wall,pastel puzzle flooring,2605;7134;7467;3965;1559;3623;5543;3208;7147;1561;86;7144;4003,wooden simple bed;wooden low table;blue dotted rug;painting set;wooden-block bench;toy box;wooden-blockstool;wooden-block wall clock;Mom's plushie;wooden-block chest;elephant slide;Mom's cushion;cute music player,1.0.0,#fffce9,#55cfff,mus12,yH5PZX3bdHRRxhCCX
Broffina,,,,Chicken,Female,Snooty,A,Music,10/24,cluckadoo,K.K. Flamenco,Don't peck the hand that feeds you.,Gorgeous,Elegant,Black,Red,5645,black lace umbrella,purple desert-tile wall,rosewood flooring,1840;3951;1081;8465;4117;1288;3958;4017;794;3428;7235;3954;4027,whirlpool bath;antique console table;upright piano;velvet stool;wood-burning stove;fan palm;antique mini table;shower set;phonograph;wall-mounted TV (50 in.);rose bed;antique clock;floral swag,1.0.0,#fff2bb,#ff791f,chn12,XSjgXrChHy9Trd5Pa
Bruce,,,,Deer,Male,Cranky,A,Nature,5/26,gruff,K.K. Blues,Nobody's perfect.,Cool,Simple,Black,Red,4366,bat umbrella,street-art wall,paintball flooring,1708;7654;2614;1567;146;4226;144;7159;3816;1185;2555;2553,cassette player;electric kick scooter;mountain bike;oil barrel;cone;basketball hoop;manhole cover;cardboard sofa;streetlamp;phone box;garbage can;iron frame,1.0.0,#fffce9,#459aba,der03,dzo5NgALeJ73j3sNd
Bubbles,,,,Hippo,Female,Peppy,B,Fashion,9/18,hipster,K.K. Stroll,It's best to keep your lips and purse sealed.,Active,Cute,Purple,Pink,3290,grape umbrella,perforated-board wall,pine-board flooring,7535;4226;3946;3960;4003;7529;7535;2012;2010;1744;3992;7264;955,kettlebell;basketball hoop;outdoor table;handy water cooler;cute music player;folding chair;kettlebell;chalkboard;ball;wall clock;key holder;champion's pennant;exit sign,1.0.0,#fffce9,#e8b010,hip02,K4k5ieRWQieA6Fqm8
Buck,,,,Horse,Male,Jock,B,Fitness,4/4,pardner,My Place,Keep your eyes on the prize.,Active,Simple,Gray,Brown,3671,vinyl umbrella,pastel dotted wall,green vinyl flooring,3205;3672;1792;4756;85;7134;4125;4762;3252;1870;2736,wooden-block stereo;cardboard box;cushion;throwback wall clock;train set;wooden low table;wooden bookshelf;throwback container;LCD TV (50 in.);mug;retro fan,1.0.0,#fffad4,#798040,hrs00,Xi74RYjLgeBB8vopx
Bud,,,,Lion,Male,Jock,B,Fitness,8/8,shredded,Aloha K.K.,You're not living unless you're sweating!,Active,Simple,Green,Yellow,6821,rainbow umbrella,tropical vista,sandy-beach flooring,3468;1117;3977;664;664;3468;9584;3946;1708;669,beach towel;sand castle;shell arch;beach chair;beach chair;beach towel;beach ball;outdoor table;cassette player;ukulele,1.0.0,#fffce9,#d86808,lon00,WhJYGJgSfLF4ySXhh
Bunnie,,,,Rabbit,Female,Peppy,B,Fashion,5/9,tee-hee,Forest Life,"Hare today, gone tomorrow.",Cute,Cute,Green,Pink,9504,Toad parasol,purple dotted wall,white-paint flooring,2596;3251;7137;9502;7327;2560;7144;1032;2605;9766;4003;4111;1783;3400;3995;9542;7134;3467,juicy-apple TV;gas range;wooden full-length mirror;clothes closet;apple rug;wooden chest;Mom's cushion;magazine rack;wooden simple bed;mini fridge;cute music player;old-fashioned alarm clock;corkboard;dish-drying rack;cute DIY table;Mom's playful kitchen mat;wooden low table;tea set,1.0.0,#fff2bb,#ff791f,rbt00,XNBZBNmNXxC5bxz4t
Butch,,,,Dog,Male,Cranky,B,Music,11/1,ROOOOOWF,K.K. Western,A house without either a cat or a dog is a sad house indeed.,Cool,Simple,Blue,Gray,3262,bat umbrella,western vista,highway flooring,4759;1567;146;1185;3692;9568;1708;4759;4140;1881,throwback race-car bed;oil barrel;cone;phone box;plain wooden shop sign;construction sign;cassette player;throwback race-car bed;retro gas pump;plastic canister,1.0.0,#874c25,#ffaa3b,dog01,NPbD69TfvJAorLZ9a
Buzz,,,,Eagle,Male,Cranky,A,Nature,12/7,captain,Drivin',Pride'll put you in a pickle.,Simple,Active,Yellow,Red,3326,paper parasol,summit wall,parking flooring,3946;2556;1802;971;1802;9767;4759;3947;1708,outdoor table;garbage pail;drink machine;snack machine;drink machine;garbage bin;throwback race-car bed;outdoor bench;cassette player,1.0.0,#fffce9,#d86808,pbr03,LWLRkHDisDgGdJ5ju
Cally,,,,Squirrel,Female,Normal,B,Nature,9/4,WHEE,K.K. Stroll,It's always teatime somewhere.,Cute,Elegant,Red,Green,3137,mush umbrella,backyard-fence wall,daisy meadow,7236;1628;2319;1170;1620;6080;1624;333;3396;1082,lily record player;garden lantern;drinking fountain;swinging bench;hammock;tree's bounty big tree;garden gnome;birdhouse;natural garden table;picnic basket,1.0.0,#fffce9,#c0ab72,squ11,DvkaYEh9vM2SXJLCc
Camofrog,,,,Frog,Male,Cranky,B,Music,6/5,ten-hut,K.K. Safari,What you can't see can't hurt you.,Cool,Active,Blue,White,6835,vinyl umbrella,jungle wall,camo flooring,7142;3822;4081;533;1143;865;4038;331;4043;889;1432,simple DIY workbench;pro tape recorder;camping cot;tree standee;smoker;birdcage;log stool;birdbath;log round table;camp stove;lantern,1.0.0,#fffce9,#76b788,flg03,5akmmJeoXXhcpdf8e
Canberra,,,,Koala,Female,Big Sister,A,Play,5/14,nuh uh,K.K. Island,It's never too late to start over.,Active,Cool,Green,Aqua,3383,melon umbrella,tropical vista,starry-sands flooring,3684;5150;3345;665;7148;1117;664;3468;7259;7259,coconut juice;shell speaker;lifeguard chair;wave breaker;life ring;sand castle;beach chair;beach towel;palm-tree lamp;palm-tree lamp,1.0.0,#fff2bb,#ff791f,kal08,ugiHobiK9QnmA22ym
Candi,,,,Mouse,Female,Peppy,A,Play,4/13,sweetie,Neapolitan,"The players may change, but the music stays the same.",Simple,Cute,Aqua,Yellow,8593,blue shiny-bows parasol,white painted-wood wall,mint dot flooring,2560;3438;7132;3998;3995;7137;7232;4003;4027;3490;7134,wooden chest;wooden end table;wooden double bed;cute sofa;cute DIY table;wooden full-length mirror;mum cushion;cute music player;floral swag;wooden waste bin;wooden low table,1.0.0,#fffce9,#ff6183,mus08,4CimNs6T9nDNQuiYH
Carmen,,,,Rabbit,Female,Peppy,B,Fashion,1/6,nougat,K.K. Stroll,Absence makes the heart grow fonder.,Elegant,Cute,Green,Beige,9421,orange umbrella,cute white wall,mint dot flooring,4053;1557;3995;4129;4045;7531;908;4027;3445;5543;1227;5543;4054;4338;4048;4030;4069;3252,rattan armchair;wooden-block bed;cute DIY table;monstera;rattan waste bin;ironing board;upright vacuum;floral swag;standard umbrella stand;wooden-blockstool;deluxe washer;wooden-blockstool;rattan low table;portable record player;rattan towel basket;bathroom towel rack;table lamp;LCD TV (50 in.),1.0.0,#fffce9,#7a2500,rbt16,pAFu4JyZ333Ysoezk
Caroline,,,,Squirrel,Female,Normal,B,Music,7/15,hulaaaa,Pondering,New brooms sweep clean.,Cute,Gorgeous,Colorful,White,4729,petal parasol,manga-library wall,wooden-knot flooring,3683;1598;9766;3697;3784;832;3195;4101;840;840;840;4122;4122;4122;7527;1899,plain sink;exercise ball;mini fridge;portable radio;den chair;modern office chair;ironwood cart;fax machine;office desk;office desk;office desk;cartoonist's set;cartoonist's set;cartoonist's set;flower stand;autograph cards,1.0.0,#fff2bb,#ff791f,squ06,Th3uHvMcYaf9eT2Df
Carrie,,,,Kangaroo,Female,Normal,A,Nature,12/5,little one,I Love You,A mother's work is never done.,Cute,Cute,Red,Colorful,8188,Toad parasol,yellow playroom wall,cork flooring,928;3965;929;1757;3305;9766;3400;4030;3251;1229;3271;2560;7465;1845;1043;1888;7258;7132;3438;9502;4111;4017,pot rack;painting set;air conditioner;claw-foot tub;baby chair;mini fridge;dish-drying rack;bathroom towel rack;gas range;bathroom sink;ironwood cupboard;wooden chest;red dotted rug;simple kettle;microwave;rice cooker;modeling clay;wooden double bed;wooden end table;clothes closet;old-fashioned alarm clock;shower set,1.0.0,#fffce9,#e8b010,kgr02,igeZhX3Fqa8LdKEra
Cashmere,,,,Sheep,Female,Snooty,A,Fashion,4/2,baaaby,Farewell,100% Wool.,Gorgeous,Elegant,Purple,Beige,4599,exquisite parasol,rustic-stone wall,slate flooring,5970;4117;2605;1153;3943;3449;7133;4338;7538;3438;4230;7681;4119,firewood;wood-burning stove;wooden simple bed;spinning wheel;ironwood DIY workbench;wooden stool;wooden mini table;portable record player;simple medium purple mat;wooden end table;glass holder with candle;loom;macrame tapestry,1.0.0,#85a2af,#bff2ff,shp04,dnRDXd86NcXDNHyf4
Celia,,,,Eagle,Female,Normal,A,Nature,3/25,feathers,K.K. Soul,It's the thought that counts.,Elegant,Cute,Pink,Green,3168,lacy parasol,white botanical-tile wall,light herringbone flooring,4052;4051;4047;4049;1288;7236;2713;4054;3467;4046;4130;4111;3270,rattan bed;rattan vanity;rattan stool;rattan wardrobe;fan palm;lily record player;refrigerator;rattan low table;tea set;rattan end table;coconut wall planter;old-fashioned alarm clock;ironwood kitchenette,1.0.0,#848484,#ffffff,pbr09,L8cCZBvY4JW4KsDGy
Cesar,,,,Gorilla,Male,Cranky,B,Fitness,9/6,highness,K.K. Cruisin',"As soon as you can grow a mustache, do it.",Cool,Elegant,Blue,Aqua,8532,logo umbrella,cityscape wall,simple blue flooring,4129;3681;4138;4046;4138;794;4138;1081;4138;4109;4109;3615;1845;9766;1798;4139;10244;4139;1870;4118;928,monstera;piano bench;diner counter chair;rattan end table;diner counter chair;phonograph;diner counter chair;upright piano;diner counter chair;double-door refrigerator;double-door refrigerator;open-frame kitchen;simple kettle;mini fridge;dinnerware;diner counter table;fragrance sticks;diner counter table;mug;magnetic knife rack;pot rack,1.0.0,#fff2bb,#ff791f,gor00,pDKMq8PfxWLXWrsvT
Chadder,,,,Mouse,Male,Smug,A,Fitness,12/15,fromage,K.K. Soul,Meeting is just the start of us saying goodbye.,Elegant,Gorgeous,Black,Gray,4440,mint umbrella,cityscape wall,dark wood-pattern flooring,4015;1840;3468;4098;2776;3683;794;3971;4129;929;4030;3428,shower booth;whirlpool bath;beach towel;bidet;tankless toilet;plain sink;phonograph;imperial partition;monstera;air conditioner;bathroom towel rack;wall-mounted TV (50 in.),1.0.0,#9b553a,#ffd00d,mus18,4BLXuRhdjJ9TzvRyA
Charlise,,,,Bear,Female,Big Sister,B,Fitness,4/17,urgh,Mr. K.K.,Actions speak louder than words.,Active,Cute,Red,Orange,3244,gelato umbrella,tree-lined wall,racetrack flooring,2010;1598;4081;2010;3947;787;4226;3946;3960;1870,ball;exercise ball;camping cot;ball;outdoor bench;tape deck;basketball hoop;outdoor table;handy water cooler;mug,1.0.0,#28665a,#78dd62,bea12,QqCXo64EBwXSrukSr
Cheri,,,,Cub,Female,Peppy,B,Fashion,3/17,tralala,K.K. Disco,Good things come in small packages.,Simple,Cute,Yellow,Aqua,8818,kiwi umbrella,red dotted wall,simple white flooring,4125;3251;4132;2554;1757;928;4017;4030;7380;3624;3560;2776;4000;7380;3993;3672;4003;9766;1125,wooden bookshelf;gas range;yucca;double sofa;claw-foot tub;pot rack;shower set;bathroom towel rack;natural wooden-deck rug;cute bed;iron worktable;tankless toilet;cute tea table;natural wooden-deck rug;analog kitchen scale;cardboard box;cute music player;mini fridge;revolving spice rack,1.0.0,#fffce9,#db6161,cbr10,MpumYkzF382cPoRt5
Cherry,,,,Dog,Female,Big Sister,A,Music,5/11,what what,K.K. D&B,"One dog barks at something, the rest bark at him.",Cool,Elegant,Black,Purple,8207,spider umbrella,cityscape wall,skull-print flooring,7235;1840;3468;3615;3943;3958;10244;4030;7232;4017;7232;7382,rose bed;whirlpool bath;beach towel;open-frame kitchen;ironwood DIY workbench;antique mini table;fragrance sticks;bathroom towel rack;mum cushion;shower set;mum cushion;black wooden-deck rug,1.0.0,#fffce9,#ff6183,dog17,tafi3Cfsf4wbwC9LW
Chester,,,,Cub,Male,Lazy,B,Play,8/6,rookie,Imperial K.K.,Sleep early. Wake late.,Simple,Simple,Yellow,Green,3462,rainbow umbrella,bamboo-grove wall,bamboo flooring,5979;3555;10743;710;5978;5977;5977;710;7348;9698,bamboo noodle slide;bamboo doll;bamboo speaker;bamboo bench;bamboo lunch box;bamboo-shoot lamp;bamboo-shoot lamp;bamboo bench;red carpet;Baby panda,1.0.0,#848484,#ffffff,cbr15,46bDn76rBA3hNjFZu
Chevre,,,,Goat,Female,Normal,B,Education,3/6,la baa,K.K. Chorale,"If you're gonna dream, dream big.",Cute,Elegant,Red,Pink,4368,mini-flower-print umbrella,white botanical-tile wall,black iron-parquet flooring,4052;4051;7236;2554;1875;3681;998;4054;4114;6505,rattan bed;rattan vanity;lily record player;double sofa;grand piano;piano bench;kitchen island;rattan low table;tissue box;Nan's photo,1.0.0,#848484,#ffffff,goa00,XutRmNyAP4NogwPaR
Chief,,,,Wolf,Male,Cranky,B,Music,12/19,harrumph,Rockin' K.K.,Don't wish it were easier; wish you were better.,Cool,Simple,White,Gray,3328,vinyl umbrella,street-art wall,paintball flooring,7161;3948;1759;2556;1823;3193;787;2020;1889;3672;3965;1899;2432;8096;7404;870,cardboard bed;accessories stand;stack of books;garbage pail;trash bags;ironwood chair;tape deck;director's chair;ring;cardboard box;painting set;autograph cards;Rockin' K.K.;record box;blue vinyl sheet;book stands,1.0.0,#874c25,#ffaa3b,wol00,d3STnZCPAxLzrEzMd
Chops,,,,Pig,Male,Smug,A,Education,10/13,zoink,K.K. Moody,You can't have your cake and eat it too.,Gorgeous,Elegant,Red,Green,3231,two-tone umbrella,black-crown wall,simple red flooring,863;742;794;1103;3561;3954;1081;3958;4029;3340,billiard table;fireplace;phonograph;rocking chair;iron hanger stand;antique clock;upright piano;antique mini table;rotary phone;deer decoration,1.0.0,#8b5f57,#d8cc39,pig14,8t9Bc5vqJ2vbtcjf5
Chow,,,,Bear,Male,Cranky,B,Fitness,7/22,aiya,Imperial K.K.,All good things must come to an end.,Cool,Gorgeous,Black,White,4327,busted umbrella,bamboo-grove wall,bamboo flooring,3553;3553;3553;3557;3557;3658;5979;3555;3555;710;794,bamboo partition;bamboo partition;bamboo partition;bamboo floor lamp;bamboo floor lamp;bamboo basket;bamboo noodle slide;bamboo doll;bamboo doll;bamboo bench;phonograph,1.0.0,#634b4b,#f2bdc7,bea03,M3LhuYKZCmR5K9ckA
Chrissy,,,,Rabbit,Female,Peppy,B,Fashion,8/28,sparkles,Bubblegum K.K.,A fool and their Bells are soon parted.,Cute,Cute,Pink,White,8295,white shiny-bows parasol,red dotted wall,cute red-tile flooring,3999;3624;4002;3996;4000;3997;4003;6675;4001;3998;3995,cute chair;cute bed;cute floor lamp;cute wall-mounted clock;cute tea table;cute wardrobe;cute music player;Francine's photo;cute vanity;cute sofa;cute DIY table,1.0.0,#fffce9,#f993ce,rbt13,pYMsB8AHagkRht8RX
Claude,,,,Rabbit,Male,Lazy,A,Nature,12/3,hopalong,Pondering,Don't judge a rabbit by its ears.,Simple,Simple,Black,Colorful,8202,kiwi umbrella,manga-library wall,simple white flooring,1241;3672;1759;2605;2560;4003;2554;3439;3438;7466;7599;2731,DIY workbench;cardboard box;stack of books;wooden simple bed;wooden chest;cute music player;double sofa;wooden table;wooden end table;retro dotted rug;board game;digital alarm clock,1.0.0,#fffce9,#d86808,rbt11,PPFtt3uWkRQNMg2tZ
Claudia,,,,Tiger,Female,Snooty,A,Music,11/22,ooh la la,K.K. Synth,A tiger can't change its stripes.,Gorgeous,Elegant,Purple,White,4737,purple chic umbrella,cityscape wall,simple red flooring,3957;2554;790;3615;3971;1840;3971;4030;3951;4107;975;4017,antique bed;double sofa;hi-fi stereo;open-frame kitchen;imperial partition;whirlpool bath;imperial partition;bathroom towel rack;antique console table;infused-water dispenser;fruit basket;shower set,1.0.0,#fffce9,#ec7efc,tig05,xCyuFvwryTntgPgvW
Clay,,,,Hamster,Male,Lazy,A,Nature,10/19,thump,K.K. Safari,Life is just a bowl of cherries.,Elegant,Simple,Beige,Brown,7859,maple-leaf umbrella,dig-site wall,dig-site flooring,3675;343;343;1430;295;3398;303;4073;7393;3398;2559,hay bed;tiki torch;tiki torch;bonfire;ammonite;stone stool;trilobite;classic pitcher;pond stone;stone stool;pot,1.0.0,#fffce9,#7a2500,ham05,K9s2bvx54sfHw8mZ8
Cleo,,,,Horse,Female,Snooty,A,Education,2/9,sugar,K.K. Fusion,There's something lovable in all of us.,Cute,Elegant,Aqua,White,4570,lacy parasol,office wall,monochromatic tile flooring,3672;4125;3672;1708;832;832;4116;840;1744;3987;3987;1850;3560;840;1750;3590,cardboard box;wooden bookshelf;cardboard box;cassette player;modern office chair;modern office chair;whiteboard;office desk;wall clock;wall-mounted phone;wall-mounted phone;laptop;iron worktable;office desk;document stack;desktop computer,1.0.0,#fffce9,#a06fce,hrs07,XwxskQMt5rJT8EnH5
Clyde,,,,Horse,Male,Lazy,B,Play,5/1,clip clawp,Neapolitan,The grass is always greener.,Simple,Cute,Green,White,8966,lemon umbrella,orange wall,birch flooring,1792;7392;4546;1263;1241;3616;2713;7134;3975;4011;3976,cushion;candy machine;pear bed;pear wardrobe;DIY workbench;system kitchen;refrigerator;wooden low table;orange end table;cherry speakers;orange wall-mounted clock,1.0.0,#8b5f57,#d8cc39,hrs10,2iBqzRfTRaddw2EXi
Coach,,,,Bull,Male,Jock,A,Fitness,4/29,stubble,Mr. K.K.,"Fool me once, shame on you. Fool me twice, shame on me.",Active,Active,Blue,Red,3246,busted umbrella,chain-link fence,racetrack flooring,2010;3821;7535;4006;4006;4081;7535;2020;4226;4006;3946;7800;3960,ball;air circulator;kettlebell;climbing wall;climbing wall;camping cot;kettlebell;director's chair;basketball hoop;climbing wall;outdoor table;protein shaker bottle;handy water cooler,1.0.0,#9b553a,#ffd00d,bul07,mYwCLsd8MxLwWALjQ
Cobb,,,,Pig,Male,Jock,B,Education,10/7,hot dog,Pondering,Might makes right.,Simple,Active,White,Blue,8946,camo umbrella,gray shanty wall,concrete flooring,1434;4125;4125;4125;1750;3968;3943;7371;1759;4116;3672;3697;4034;7159;4034;1759;1759,sleeping bag;wooden bookshelf;wooden bookshelf;wooden bookshelf;document stack;homework set;ironwood DIY workbench;sloppy rug;stack of books;whiteboard;cardboard box;portable radio;scattered papers;cardboard sofa;scattered papers;stack of books;stack of books,1.0.0,#878e86,#a8e989,pig08,mTNPvAaoYMmPndYnm
Coco,,,,Rabbit,Female,Normal,B,Education,3/1,doyoing,K.K. Jongara,Don't put off till tomorrow what you can do today.,Simple,Cute,Beige,Green,4167,leaf umbrella,rammed-earth wall,floral rush-mat flooring,4393;4073;343;343;3398;3398;3675;3229;3397;4073;4025;2559,old-fashioned washtub;classic pitcher;tiki torch;tiki torch;stone stool;stone stool;hay bed;clothesline;stone table;classic pitcher;unglazed dish set;pot,1.0.0,#fffce9,#e4b887,rbt02,2g7sGcTtHcJeWtwNM
Cole,,,,Rabbit,Male,Lazy,A,Nature,8/10,coooooool,K.K. Faire,Little pitchers have big ears.,Simple,Cute,Orange,Colorful,3288,orange umbrella,tropical vista,sandy-beach flooring,3468;7259;665;664;669;1117;7148;7868;9584;3697;3345;7359,beach towel;palm-tree lamp;wave breaker;beach chair;ukulele;sand castle;life ring;surfboard;beach ball;portable radio;lifeguard chair;colorful vinyl sheet,1.0.0,#fffce9,#515151,rbt18,YaWjP3XtbFqn8YPNd
Colton,,,,Horse,Male,Smug,A,Nature,5/22,check it,K.K. Chorale,Make hay while the sun shines.,Gorgeous,Elegant,Blue,Red,4433,gelato umbrella,palace wall,palace tile,7236;2554;5956;3681;3957;1875;742;915;685,lily record player;double sofa;Aquarius urn;piano bench;antique bed;grand piano;fireplace;cuckoo clock;Dala horse,1.0.0,#848484,#ffffff,hrs11,GgsrLhmh3FL4ZiAPB
